Hash,Author,Date,Message,Hashes_of_parents,Is_merge_commit,List_of_modified_files
46741370aeaa44fd2957d19e02e5d66b71d35f38,Aymeric Augustin,2015-12-12T12:15:08+01:00,"Avoid busy loop during connection termination.

Refs #84.

Refs https://github.com/python/asyncio/pull/280.",['6ec274636ec89453d04decc1c51be68bac6c3af9'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
3a04aa2f2b363d6fb8c4874acc64446b2495a64e,Aymeric Augustin,2015-12-13T14:17:00+01:00,"Check the connection state in send, ping and pong.

This doesn't change the behavior significantly. It raises a slightly
more explicit ConnectionClosed error that carries the close code and
reason instead of the technical InvalidState (which it subclasses to
preserve API compatibility).",['34f9c3e7b2ce7f344c221baa47a98b59e604d0b4'],False,"['exceptions.py', 'protocol.py', 'test_protocol.py']"
52e7750a8ddf1d7674fa27ad2f46fd2a448ce0cb,Aymeric Augustin,2015-12-13T21:26:03+01:00,"Raise an exception in recv instead of returning None.

This makes the API more Pythonic.

Fix #77.",['3a04aa2f2b363d6fb8c4874acc64446b2495a64e'],False,"['changelog.rst', 'intro.rst', 'time.py', 'client.py', 'protocol.py', 'server.py', 'test_client_server.py', 'test_protocol.py']"
ff85c929992796a19629b0e34034c209ff33c954,Aymeric Augustin,2015-12-13T22:20:17+01:00,Fix incorrect order due to history rewriting.,['6bd24ac1c9daa6d9ceeaf8941e69244b3f7e5a9a'],False,['changelog.rst']
f531d696dad7a0b3c8fe59e3512992f3bc9c3037,Aymeric Augustin,2015-12-14T09:05:48+01:00,"Avoid swallowing an exception in write_frame.

This raises a consistent ConnectionClosed exception when the connection
is closed while attempting to send a frame.

Thanks @dzen for the suggestion.",['7e673ece009ddd666040288185741c4d34e7c55a'],False,"['protocol.py', 'test_protocol.py']"
1de8f529dbd12eed001b63fd715f5fddda16118b,Aymeric Augustin,2015-12-14T17:05:17+01:00,"Messages can be read after the close handshake.

This test implied the opposite of the current, and desired, behavior.",['6f38c47f58257f0882f7c917cbc52a3b486d0d74'],False,['test_protocol.py']
61ee954bb45708eec8021dcb40210c446b7c1650,Aymeric Augustin,2015-12-14T17:11:48+01:00,Fix typo.,['1de8f529dbd12eed001b63fd715f5fddda16118b'],False,['test_protocol.py']
abec6594f81d60c23e5ef8af650284ee44ef44e1,Szieberth Ádám,2015-12-14T18:06:35+01:00,"Avoid conflict with the built-in time module.

Fix #87.",['61ee954bb45708eec8021dcb40210c446b7c1650'],False,"['intro.rst', 'sendtime.py', 'showtime.html']"
00d04cbf12e2c6691cdf34d22162d8204625d702,Aymeric Augustin,2015-12-16T18:57:31+01:00,"Improve emulation of receiving EOF.

This fixes tests on Python 3.5.1.

Fix #92.",['abec6594f81d60c23e5ef8af650284ee44ef44e1'],False,['test_protocol.py']
b9a235d8f37872924e3a8fe3a44f0373f552d827,Aymeric Augustin,2015-12-16T21:16:24+01:00,Factor out testing on closed connections.,['00d04cbf12e2c6691cdf34d22162d8204625d702'],False,['test_protocol.py']
4f16e25625bfe67d713658b8d0b19e7b3b1d9121,Aymeric Augustin,2015-12-15T23:49:00+01:00,"Update docs to async / await syntax.

Fix #88.",['00f0b530cd15b21a7ee6ba7193b8bb5e9f7990e8'],False,"['changelog.rst', 'intro.rst', 'sendtime.py', 'server.py']"
992fc3a2794301ca4dbb94f9ce7801a4515e997d,Rémi Cardona,2016-02-12T15:16:07+01:00,"Fix setup.py errors/warnings on Python < 3.5.

The core of the change is to move the py35_*.py files to a subpackage
called websockets.py35, which we can then ignore in setup.py if running
on Python < 3.5.",['ffb326ca8861d0e254de10ade068f533d36aa678'],False,"['MANIFEST.in', 'setup.py', 'client.py', '__init__.py', 'client.py', 'client_server.py', 'test_client_server.py']"
6285a989881908579a65a002258f18b8b89ed094,Rémi Cardona,2016-03-24T18:57:05+01:00,"protocol: make sure the worker task always finishes, closes #102

When a client connection is closed before the initial handshake is done,
the ""opening_handshake"" Future is not finished and thus blocks the ""run""
coroutine and its ""worker"" Task.  This raises warnings later on when the
object is garbage collected.",['992fc3a2794301ca4dbb94f9ce7801a4515e997d'],False,"['protocol.py', 'test_client_server.py']"
fbc218ea93288e56dd7b55f69186392844171c5c,Aymeric Augustin,2016-03-30T22:28:54+02:00,Fix assorted flake8 warnings or errors.,['b3d4e18e562c20967bac59a93549c99b771d90fa'],False,"['setup.cfg', '__init__.py', 'client.py', 'handshake.py', 'http.py', 'protocol.py', 'server.py', 'uri.py']"
fd22f008815e5e6a5dcd8cae876b172b7af77b91,Mark E. Haase,2016-04-07T20:15:06-04:00,"Add flow control for reading from a websocket (#105)

Add a configurable size limit on the reader's message queue.
When the queue is full, the reader will block. (A well behaved server
will slow down transmission to avoid packet loss.)",['fbc218ea93288e56dd7b55f69186392844171c5c'],False,['protocol.py']
181acf3e29499ecff61b5e6892d73bae5332292e,Aymeric Augustin,2016-08-16T15:19:10+02:00,"Improve server closing sequence.

Previously, the server wouldn't close correctly when handlers were
waiting on something other than the websocket connection.",['22876eaf44d86cb218caae8681edd9eb9ae3847b'],False,"['changelog.rst', 'client.py', 'server.py', 'test_client_server.py']"
6b1db40e93fbedd8a7c4134bb0c82d29e651fcbf,Aymeric Augustin,2016-12-23T11:04:09+01:00,"Fix tests on Python 3.5.2.

Thanks Julien Enselme for the investigation.",['c25954538aab85c259dc37e8235c1362d9543146'],False,['test_protocol.py']
34c4031db2355c20785d0a7d50b5aa3ef5ccb90e,Aymeric Augustin,2017-01-15T16:56:30+01:00,Fix regression from adf6fe4b.,['fd54f619769a5a07ad85d18152d3c1bf39dd5936'],False,['test_client_server.py']
